,title,url,experience,salary,location,skills,search_type
5942,QA - AM / Manager - Pondicherry - Detergent & soap background,https://www.naukri.com/job-listings-qa-am-manager-pondicherry-detergent-soap-background-jyothy-laboratories-pondicherry-puducherry-puducherry-10-to-15-years-010623007547,7-10 Yrs,8-15 Lacs PA,"['Hybrid - Kolkata', 'Hyderabad/Secunderabad', 'Pune', 'Chennai', 'Bangalore/Bengaluru', 'Delhi / NCR', 'Mumbai (All Areas)']","['Development', 'SOAP', 'Webmethods Integration Server', 'Web development', 'Web technologies', 'Methods', 'Webmethods']",SOAP
5943,Area Sales Manager (Soaps and Detergent),https://www.naukri.com/job-listings-area-sales-manager-soaps-and-detergent-manpreet-singh-ahuja-jaipur-rajasthan-jodhpur-rajasthan-3-to-5-years-050623006600,3-8 Yrs,Not disclosed,['Hybrid - Mumbai (All Areas)'],"['Google Maps API', 'Rest', 'ReactJS', 'Soap', 'Angular', 'Google', 'Cartography', 'Vue.js']",SOAP
5944,"Technical Specialist - Java, J2EE, SOA, REST Webservices,SOAP",https://www.naukri.com/job-listings-technical-specialist-java-j2ee-soa-rest-webservices-soap-augusta-infotech-gurgaon-gurgaon-7-to-9-years-101015500724,7-11 Yrs,7-17 Lacs PA,"['Hyderabad/Secunderabad', 'Pune', 'Bangalore/Bengaluru']","['Integration', 'Boomi', 'API', 'Dell Boomi', 'Troubleshooting', 'Development', 'SOAP', 'Rest']",SOAP
5945,Mainframe Developer - JCL/DB2/COBOL,https://www.naukri.com/job-listings-mainframe-developer-jcl-db2-cobol-career-infosystem-hyderabad-secunderabad-6-to-8-years-230223908805,6-8 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['JCL', 'COBOL', 'CICS', 'Endevor', 'File-aid', 'VSAM', 'Mainframe Production Support', 'DBMS']",QMF
5946,Mainframe Developer (Test- Do not Apply),https://www.naukri.com/job-listings-mainframe-developer-test-do-not-apply-t-systems-bangalore-bengaluru-10-to-16-years-200623006492,10-16 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Production support', 'VSAM', 'Development', 'Mainframe Production Support', 'Agile', 'IMS', 'Confluence', 'Software testing']",QMF
5947,Application Database Administrator: RDBMS,https://www.naukri.com/job-listings-application-database-administrator-rdbms-ibm-bangalore-bengaluru-2-to-5-years-310123920235,2-5 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Performance tuning', 'RDBMS', 'XML', 'Oracle DBA', 'PLSQL', 'Recovery', 'Analytical Skill', 'Performance']",QMF
5948,Application Database Administrator: RDBMS,https://www.naukri.com/job-listings-application-database-administrator-rdbms-ibm-india-pvt-limited-bangalore-bengaluru-2-to-5-years-140623908487,2-5 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['High Availability', 'Oracle DBA', 'PL/SQL', 'RDBMS', 'Disaster recovery', 'Disaster Recover', 'Data modeling', 'Recovery']",QMF
5949,ETL Testing Professional,https://www.naukri.com/job-listings-etl-testing-professional-capgemini-technology-services-india-limited-hyderabad-secunderabad-4-to-7-years-090423901612,4-7 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['ETL', 'Test scenarios', 'Analytical', 'Case', 'DBMS', 'SQL', 'Analytics', 'Software testing']",QMF
5950,Application Database Administrator: RDBMS,https://www.naukri.com/job-listings-application-database-administrator-rdbms-ibm-india-pvt-limited-pune-2-to-5-years-270323908082,2-5 Yrs,Not disclosed,['Pune'],"['Performance tuning', 'Oracle DBA', 'RDBMS', 'XML', 'PLSQL', 'QMF', 'Recovery', 'Data modeling']",QMF
5951,Application Database Administrator: RDBMS,https://www.naukri.com/job-listings-application-database-administrator-rdbms-ibm-india-pvt-limited-mumbai-2-to-5-years-060623907437,2-5 Yrs,Not disclosed,['Mumbai'],"['Performance tuning', 'RDBMS', 'XML', 'Oracle DBA', 'PLSQL', 'DBMS', 'Performance', 'Database administration']",QMF
5952,Application Database Administrator: RDBMS,https://www.naukri.com/job-listings-application-database-administrator-rdbms-ibm-india-pvt-limited-mumbai-2-to-5-years-060623906901,2-5 Yrs,Not disclosed,['Mumbai'],"['Performance tuning', 'RDBMS', 'XML', 'Oracle DBA', 'PLSQL', 'Disaster Recover', 'Analytical', 'Data modeling']",QMF
5953,Application Database Administrator: RDBMS,https://www.naukri.com/job-listings-application-database-administrator-rdbms-ibm-india-pvt-limited-gurgaon-gurugram-3-to-7-years-010623907945,3-7 Yrs,Not disclosed,['Gurgaon/Gurugram'],"['Performance tuning', 'RDBMS', 'XML', 'Oracle DBA', 'PLSQL', 'DBMS', 'Performance', 'Database administration']",QMF
5954,Mainframe DB2 DBA,https://www.naukri.com/job-listings-mainframe-db2-dba-anicalls-noida-5-to-9-years-170223502408,5-9 Yrs,Not disclosed,['Noida'],"['Db Dba', 'Database administration', 'QMF', 'Performance', 'Mainframe Db2', 'REXX', 'SPUFI', 'Cobol']",QMF
5955,Mainframe DB2 DBA,https://www.naukri.com/job-listings-mainframe-db2-dba-anicalls-mumbai-5-to-9-years-170223502407,5-9 Yrs,Not disclosed,['Mumbai'],"['Mainframe Db2', 'Db Dba', 'OLTP', 'Performance tuning', 'DBMS', 'SAS', 'SQL', 'Database administration']",QMF
5956,Mainframe DB2,https://www.naukri.com/job-listings-mainframe-db2-anicalls-bangalore-bengaluru-5-to-9-years-170223502406,5-9 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['QMF', 'DBMS', 'Mainframe Db2', 'Performance tuning', 'RMF', 'SAS', 'SQL Tuning', 'SPUFI']",QMF
5957,Mainframe DB2 DBA,https://www.naukri.com/job-listings-mainframe-db2-dba-anicalls-chennai-5-to-9-years-160223500581,5-9 Yrs,Not disclosed,['Chennai'],"['QMF', 'Database administration', 'DBMS', 'Mainframe Db2', 'Performance tuning', 'Db Dba', 'SAS', 'SQL Tuning']",QMF
5958,Mainframe DB2 Engineer,https://www.naukri.com/job-listings-mainframe-db2-engineer-anicalls-hyderabad-secunderabad-5-to-9-years-160223500580,5-9 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['Cobol', 'REXX', 'SPUFI', 'DBMS', 'QMF', 'SQL', 'Mainframe Db2', 'SQL Tuning']",QMF
5959,Application Database Administrator: RDBMS,https://www.naukri.com/job-listings-application-database-administrator-rdbms-ibm-india-pvt-limited-bangalore-bengaluru-2-to-5-years-140623905893,2-5 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Performance tuning', 'Database Administration', 'PL/SQL', 'RDBMS', 'XML', 'Application', 'PLSQL', 'Disaster recovery']",QMF
5960,Application Database Administrator: RDBMS,https://www.naukri.com/job-listings-application-database-administrator-rdbms-ibm-bangalore-bengaluru-7-to-10-years-191222902544,7-10 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Service management', 'Linux', 'Production support', 'XML', 'SQL', 'DBMS', 'Performance', 'Database administration']",QMF
5961,IMS DB2 Application DBA,https://www.naukri.com/job-listings-ims-db2-application-dba-alp-consulting-ltd-hyderabad-secunderabad-pune-bangalore-bengaluru-9-to-18-years-270123501431,9-18 Yrs,Not disclosed,"['Hyderabad/Secunderabad', 'Pune', 'Bangalore/Bengaluru']","['Application support', 'Application Dba', 'Design', 'Performance', 'IMS', 'RDBMS', 'IMS DB', 'Programming']",QMF
5962,Project Lead,https://www.naukri.com/job-listings-project-lead-zenexparteners-hyderabad-secunderabad-8-to-10-years-040423500812,8-10 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['DBMS', 'Oracle', 'Scripting', 'Management', 'SQL', 'Database design', 'Procedures', 'Change']",QMF
5963,RF Engineer woth MS Visio Tool,https://www.naukri.com/job-listings-rf-engineer-woth-ms-visio-tool-diverse-lynx-bangalore-bengaluru-2-to-6-years-080422501300,2-6 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['3g', 'site engineering', 'microsoft', 'tools', 'site', 'radio', 'rf engineering', 'architecture']",MS Visio
5964,MS Visio,https://www.naukri.com/job-listings-ms-visio-diverse-lynx-bengaluru-bangalore-1-to-4-years-030421500209,1-4 Yrs,Not disclosed,['Bengaluru'],"['office', 'management', 'ms office', 'stakeholder management', 'estimation', 'microsoft', 'visio', 'pmp']",MS Visio
5965,AGM - Process Design - Retail/CPG,https://www.naukri.com/job-listings-agm-process-design-retail-cpg-stalwart-management-consulting-mumbai-navi-mumbai-12-to-17-years-130323904021,12-17 Yrs,Not disclosed,"['Mumbai', 'Navi Mumbai']","['Process Design', 'Management', 'Retail', 'Robotic Automation', 'Distribution', 'Agm', 'Media marketing', 'Digital']",MS Visio
5966,Business Analyst,,0-3 Yrs,Not disclosed,['Coimbatore'],"['System', 'Customer service', 'Visio', 'Microsoft applications', 'Helpdesk', 'Powerpoint', 'Application', 'Agile']",MS Visio
5967,Writer,,5-7 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Automation', 'Microsoft', 'Bi Development', 'Software', 'Software development', 'Cs', 'Visio', 'Engineering']",MS Visio
5968,Business Analyst,,5-10 Yrs,Not disclosed,['Gurgaon/Gurugram'],"['Devops', 'ms visio', 'uml', 'Architecture', 'Life cycle', 'Agile', 'Computer', 'Product Roadmap']",MS Visio
5969,Sr. Business Analyst,,10-12 Yrs,3.5-5.5 Lacs PA,"['Tirunelveli', 'Tamil Nadu']","['structural engineering', 'Civil Engineering', 'MS Project', 'MS Office', 'Construction', 'Labor management', 'Structural design', 'Microsoft']",MS Visio
5970,Sr. Business Analyst,,5-10 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['DocuSign CLM', 'SAP', 'Software development life cycle', 'Salesforce', 'Salesforce CRM', 'Docusign', 'Visualforce', 'CLM']",MS Visio
5971,Helpdesk Associate,https://www.naukri.com/job-listings-helpdesk-associate-ntt-global-delivery-services-limited-coimbatore-0-to-3-years-240623500521,2-5 Yrs,Not disclosed,['Pune'],"['MS Office', 'Ladder', 'Interpersonal skills', 'Microsoft', 'Process', 'Design', 'Logic', 'Batch']",MS Visio
5972,"Software Development Engineer (Generative AI, GPT and Automation)",https://www.naukri.com/job-listings-software-development-engineer-generative-ai-gpt-and-automation-intel-technology-india-pvt-ltd-bangalore-bengaluru-5-to-7-years-230623908144,2-3 Yrs,Not disclosed,['Mumbai'],"['Marketing', 'MS Office', 'Visio', 'Management', 'Microsoft', 'Office', 'Design', 'Design Executive']",MS Visio
5973,Product Development Manager,https://www.naukri.com/job-listings-product-development-manager-180-degrees-consulting-recruitment-solutions-gurgaon-gurugram-5-to-10-years-230623004015,3-5 Yrs,Not disclosed,['Mumbai'],"['Analytics', 'Studio', 'Powershell', 'MS Office', 'Data', 'SSIS', 'SQL', 'Visio']",MS Visio
5974,Project Manager,https://www.naukri.com/job-listings-project-manager-adura-business-corp-tirunelveli-tamil-nadu-10-to-12-years-220623009072,6-8 Yrs,Not disclosed,['Gurgaon/Gurugram'],"['Adobe', 'Security', 'Instruments', 'Instrumentation', 'Security systems', 'Electricals', 'Project engineering', 'Design']",MS Visio
5975,DocuSign CLM Consultant,https://www.naukri.com/job-listings-docusign-clm-consultant-ave-promagne-bangalore-bengaluru-5-to-10-years-030323903742,3-4 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Agile', 'Change management', 'Six sigma', 'Visio', 'IMS', 'Administration', 'DBMS', 'Change']",MS Visio
5976,Batch Engineer,https://www.naukri.com/job-listings-batch-engineer-copeland-pune-2-to-5-years-240623501034,2-4 Yrs,Not disclosed,['Mumbai'],"['Microsoft', 'Continuous improvement', 'Agile', 'Writing', 'Project management', 'Word', 'Visio', 'Technical writing']",MS Visio
5977,Marketing & Design Executive,https://www.naukri.com/job-listings-marketing-design-executive-sea-and-beyond-mumbai-2-to-3-years-230623501672,2-5 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Visio', 'Microstation', 'Office', 'Microsoft', 'Word', 'Project engineering', 'MS Office Word', 'Telecommunication']",MS Visio
5978,Data Engineer - Azure,https://www.naukri.com/job-listings-data-engineer-azure-sea-and-beyond-mumbai-3-to-5-years-230623501671,2-5 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Technology management', 'Management', 'MS Office Word', 'Electronics', 'Electricals', 'Technology', 'Project engineering', 'Project']",MS Visio
5979,Project Engineer,https://www.naukri.com/job-listings-project-engineer-johnson-controls-gurgaon-gurugram-6-to-8-years-230623501256,5-10 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['Active directory', 'Loss prevention', 'Exchange Online', 'Prevention', 'Microsoft Windows', 'Directory', 'Ticketing', 'Visio']",MS Visio
5980,Quality and Business Process Manager,https://www.naukri.com/job-listings-quality-and-business-process-manager-fluence-bangalore-bengaluru-3-to-4-years-230623500359,4-9 Yrs,Not disclosed,"['Chennai', 'Bangalore/Bengaluru']","['Automotive Testing', 'Assurance', 'Perl', 'Microsoft', 'Project', 'Quality', 'Embedded systems', 'Automation']",MS Visio
5981,Graduate Technical Writer,https://www.naukri.com/job-listings-graduate-technical-writer-worleyparsons-sdn-bhd-mumbai-2-to-4-years-230623500089,5-7 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['DocuSign', 'Life cycle', 'Apex', 'Agile', 'MS Visio', 'Development', 'Project', 'Software development']",MS Visio
5982,Project Engineer,https://www.naukri.com/job-listings-project-engineer-hitachi-ltd-bangalore-bengaluru-2-to-5-years-220623501598,2-4 Yrs,3-7 Lacs PA,"['Virar', 'Maharashtra', 'Chennai', 'Tamil Nadu', 'Palghar', 'Maharashtra', 'Delhi / NCR', 'Mumbai (All Areas)']","['Drafting', 'Compliance', 'Legal Compliance', 'Draft', 'Assistance', 'Management', 'Legal']",MS Visio
5983,Senior Frontend Developer - HTML / CSS,https://www.naukri.com/job-listings-senior-frontend-developer-html-css-benovymed-healthcare-gurgaon-gurugram-delhi-ncr-2-to-7-years-220623909865,2-7 Yrs,Not disclosed,"['Gurgaon/Gurugram', 'Delhi NCR']","['Front End Development', 'Development', 'Angular', 'Senior', 'Oauth', 'Front end', 'Frontend Development', 'Vue.js']",CSS
5984,AngularJS Developer - CSS/HTML/Javascript,https://www.naukri.com/job-listings-angularjs-developer-css-html-javascript-looper-development-services-private-limited-noida-mumbai-pune-gurgaon-gurugram-bangalore-bengaluru-3-to-5-years-230623909327,3-5 Yrs,Not disclosed,"['Noida', 'Mumbai', 'Pune', 'Gurgaon/Gurugram', 'Bangalore/Bengaluru']","['Javascript', 'Development', 'Architecture', 'Web services', 'Angularjs', 'HTML', 'UI', 'Cs']",CSS
5985,"Jr Software Engineer (Web App: PHP, mySQL, Laravel, CSS, JS, HTML)",https://www.naukri.com/job-listings-jr-software-engineer-web-app-php-mysql-laravel-css-js-html-the-miiint-solutions-pune-maharashtra-0-to-2-years-140623006244,0-2 Yrs,Not disclosed,"['Hybrid - Pune', 'Maharashtra(Kothrud)']","['Php Web Development', 'Postgresql', 'logic', 'MySQL Database', 'HTML', 'Postgis', 'Drupal', 'Software']",CSS
5986,HTML & Css Developer,,8-10 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Java', 'Javascript', 'GIT', 'Development', 'UI', 'MVC', 'Javas', 'jQuery']",CSS
5987,HTML & Css Developer,,4-8 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['AngularJS', 'CSS', 'jQuery', 'Cs', 'Development', 'Javascript', 'Leadership', 'Senior']",CSS
5988,Sr. Frontend Developer,,5-10 Yrs,Not disclosed,"['Bhubaneswar', 'Orissa']","['CSS', 'jQuery', 'Javascript', 'HTML', 'UI development', 'XHTML', 'Senior', 'Cs']",CSS
5989,Python Software Developer,,2-7 Yrs,Not disclosed,"['Gurgaon/Gurugram', 'Delhi / NCR']","['HTML', 'Vuex', 'Senior', 'Development', 'Angularjs', 'React.js', 'Javascript', 'E-commerce']",CSS
5990,UI UX Developer,,5-8 Yrs,Not disclosed,['Pune'],"['CSS', 'Subversion', 'SR', 'Agile', 'Web development', 'Javascript', 'HTML', 'Cs']",CSS
5991,Sr UI Developer - Html/css/javascript,https://www.naukri.com/job-listings-sr-ui-developer-html-css-javascript-career-infosystem-bangalore-bengaluru-8-to-10-years-230223909417,5-8 Yrs,Not disclosed,['Pune'],"['Jenkins', 'CSS', 'Sinon', 'Web development', 'Javascript', 'HTML', 'Cs', 'Anthillpro']",CSS
5992,Lead/senior UI Developer - Html/css/ Javascript/ AngularJS,https://www.naukri.com/job-listings-lead-senior-ui-developer-html-css-javascript-angularjs-career-infosystem-bangalore-bengaluru-4-to-8-years-230223909016,8-12 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['Hibernate', 'HTML', 'J2Ee', 'Quartz', 'Bootstrap', 'Cs', 'Struts', 'Core']",CSS
5993,Senior UI Developer - Html/css/javascript,https://www.naukri.com/job-listings-senior-ui-developer-html-css-javascript-career-infosystem-bhubaneswar-orissa-5-to-10-years-230223908735,6-10 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['C#', 'Javascript', 'Development', 'Software development', 'Java', 'Microsoft', 'Dynamic', 'Agile']",CSS
5994,Senior Frontend Developer - HTML/CSS,https://www.naukri.com/job-listings-senior-frontend-developer-html-css-benovymed-healthcare-gurgaon-gurugram-delhi-ncr-2-to-7-years-140623905785,3-8 Yrs,Not disclosed,"['Noida', 'Chennai', 'Bangalore/Bengaluru', 'Delhi / NCR']","['CSS', 'Development', 'JSON', 'Javascript', 'End', 'UX', 'HTML', 'UI']",CSS
5995,Sr. Web Developer/ Designer - Html/ CSS,https://www.naukri.com/job-listings-sr-web-developer-designer-html-css-career-infosystem-pune-5-to-8-years-230223910119,1-2 Yrs,Not disclosed,['Chennai'],"['HTML', 'Front end', 'Javascript', 'Angular', 'Development', 'CSS', 'Cs', 'Frontend Development']",CSS
5996,Senior Web Developer/designer - Html/css,https://www.naukri.com/job-listings-senior-web-developer-designer-html-css-career-infosystem-pune-5-to-8-years-230223908952,3-8 Yrs,Not disclosed,"['Kolkata', 'Mumbai', 'Hyderabad/Secunderabad', 'Pune', 'Chennai', 'Ahmedabad', 'Bangalore/Bengaluru', 'Delhi / NCR']","['Java', 'CSS', 'XML', 'JSP', 'OOPS', 'Cs', 'HTML', 'J2Ee']",CSS
5997,Sr Java Developer - Spring/bootstrap/css/html,https://www.naukri.com/job-listings-sr-java-developer-spring-bootstrap-css-html-career-infosystem-hyderabad-secunderabad-8-to-12-years-230223908714,8-12 Yrs,Not disclosed,['Chennai'],"['InfoPath', 'jQuery', 'User controls', 'XML', 'Control', 'Sharepoint development', 'ASP.Net', 'Javascript']",CSS
5998,Sr C#/.net Developer - Html/ CSS,https://www.naukri.com/job-listings-sr-c-net-developer-html-css-career-infosystem-bangalore-bengaluru-6-to-10-years-230223908705,3-6 Yrs,Not disclosed,['Pune'],"['AngularJS', 'HTML', 'Front end', 'Javascript', 'Development', 'Front', 'End', 'jQuery']",CSS
5999,UX / UI Front End Developer - JavaScript / HTML / CSS,https://www.naukri.com/job-listings-ux-ui-front-end-developer-javascript-html-css-career-infosystem-noida-chennai-bangalore-bengaluru-delhi-ncr-3-to-8-years-230223909004,1-5 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Development', 'Javascript', 'Web technologies', 'Scalability', 'Wordpress', 'HTML', 'Interpersonal Skill', 'UI']",CSS
6000,Frontend Developer - HTML/CSS/Javascript,https://www.naukri.com/job-listings-frontend-developer-html-css-javascript-sanorac-technologies-private-limited-chennai-1-to-2-years-120623904039,3-8 Yrs,Not disclosed,['Hybrid - Pune'],"['Wireframing', 'html', 'Development', 'Web designing', 'Corel Draw', 'Visual', 'Landing Page', 'Visual Design']",CSS
